This is Ipopt version 3.14.4, running with linear solver MUMPS 5.4.1.

Number of nonzeros in equality constraint Jacobian...:    62741
Number of nonzeros in inequality constraint Jacobian.:    13544
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:    21520
                     variables with only lower bounds:     4961
                variables with lower and upper bounds:        0
                     variables with only upper bounds:        0
Total number of equality constraints.................:    17061
Total number of inequality constraints...............:     3876
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:        0
        inequality constraints with only upper bounds:     3876

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  69  4.4277071e+02 4.09e-02 8.56e+04  -1.9 1.22e+01    -  2.58e-01 1.74e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  70  4.3564541e+02 3.97e-02 9.16e+04  -2.3 1.21e+01    -  4.21e-01 1.49e-01f  1
  71  4.3146943e+02 1.61e-01 8.53e+04  -2.3 4.86e+01    -  1.35e-01 8.89e-02f  1
  72  4.2895220e+02 1.00e-01 7.22e+04  -1.9 3.38e+01    -  1.55e-01 1.55e-01f  1
  73  4.3276523e+02 2.03e-01 7.29e+04  -1.8 5.93e+01    -  2.50e-01 1.05e-01f  1
  74  4.2198092e+02 2.08e-01 4.59e+04  -2.2 6.40e+01    -  1.56e-01 4.70e-02f  1
  75  4.0836874e+02 1.91e-01 3.70e+04  -2.5 2.99e+01    -  1.11e-01 1.03e-01f  2
  76  4.2079009e+02 3.24e-01 4.31e+03  -1.9 3.38e+01    -  2.35e-01 2.73e-01f  1
  77  4.0966328e+02 3.19e-01 1.81e+04  -2.1 4.39e+01    -  1.87e-01 6.98e-02f  1
  78  3.9062138e+02 3.01e-01 3.19e+04  -2.1 3.08e+01    -  1.97e-01 9.47e-02f  1
  79  3.8606417e+02 2.97e-01 7.12e+04  -1.7 1.73e+01    -  1.88e-01 1.05e-01f  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  80  3.8835612e+02 2.42e-01 2.90e+05  -1.6 5.80e+00    -  3.75e-01 2.02e-01f  1
  81  4.1712190e+02 2.13e-01 5.83e+05  -1.4 3.01e+00    -  3.34e-01 2.09e-01f  1
  82  4.0511506e+02 1.19e-01 2.62e+04  -1.8 2.44e+00    -  8.80e-01 4.40e-01f  1
  83  3.8774005e+02 8.34e-02 2.34e+05  -1.9 1.47e+01    -  5.92e-01 2.56e-01f  1
  84  5.2197079e+02 1.62e-01 7.10e+05  -1.3 1.44e+01    -  6.02e-01 3.61e-01f  1
  85  4.7991155e+02 1.46e-01 4.42e+05  -1.6 7.79e+00    -  3.60e-01 3.23e-01f  1
  86  4.5546475e+02 2.91e-01 4.40e+05  -1.6 2.48e+00    -  1.63e-01 4.49e-01f  1
  87  4.0104036e+02 1.81e-01 1.35e+05  -1.6 1.09e+00    -  6.96e-01 7.07e-01f  1
  88  3.9442192e+02 4.31e-02 9.12e-01  -1.6 1.29e+00    -  1.00e+00 1.00e+00f  1
  89  3.5314519e+02 2.60e-02 1.13e+05  -1.8 3.70e+00    -  9.30e-01 8.06e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  90  3.8487895e+02 9.04e-02 4.87e+04  -1.4 8.62e+00    -  3.38e-01 2.84e-01f  1
  91  3.7173121e+02 7.88e-02 2.86e+04  -1.7 1.09e+01    -  2.49e-01 1.10e-01f  1
  92  3.5356608e+02 7.20e-02 8.60e+04  -1.7 2.01e+01    -  3.19e-01 1.61e-01f  1
  93  3.4487811e+02 7.26e-02 1.42e+05  -1.7 1.27e+01    -  2.89e-01 5.78e-02f  1
  94  4.4829384e+02 1.49e-01 9.78e+05  -1.4 3.46e+00    -  3.91e-01 8.74e-01f  1
  95  3.9088534e+02 8.89e-02 5.07e+05  -1.5 2.35e+00    -  5.39e-01 4.86e-01f  1
  96  3.7709357e+02 3.91e-02 2.02e+03  -1.5 1.59e+00    -  9.56e-01 1.00e+00H  1
  97  3.0300234e+02 3.57e-02 1.15e+06  -2.2 5.22e-01    -  1.00e+00 4.72e-01f  1
  98  2.7027137e+02 2.57e-02 4.44e+05  -2.0 5.18e-01    -  1.00e+00 4.31e-01f  1
  99  2.3513586e+02 1.78e-02 2.86e+05  -2.2 8.14e-01    -  1.00e+00 6.37e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 100  2.1340428e+02 1.36e-02 3.16e+05  -2.4 1.40e+00    -  1.00e+00 4.79e-01f  1
 101  2.0173800e+02 1.11e-02 3.24e+05  -4.0 2.56e+00    -  3.53e-01 1.77e-01f  1
 102  1.9788945e+02 1.01e-02 2.10e+05  -2.3 3.60e+00    -  4.80e-01 1.03e-01f  1
 103  2.4535044e+02 7.39e-02 5.82e+05  -1.8 1.88e+00    -  2.83e-01 7.21e-01f  1
 104  2.2970019e+02 5.60e-02 3.61e+05  -2.1 8.66e-01    -  5.97e-01 2.94e-01f  1
 105  2.1380224e+02 6.02e-02 1.89e+05  -2.1 4.02e-01    -  4.47e-01 4.81e-01f  1
 106  2.0387035e+02 7.27e-03 3.82e-01  -2.1 1.41e-01    -  1.00e+00 1.00e+00f  1
 107  1.8891480e+02 1.74e-03 8.61e+04  -2.3 2.90e-01    -  1.00e+00 7.58e-01f  1
 108  1.7525589e+02 3.85e-03 2.54e+05  -2.9 1.23e+00    -  9.91e-01 4.35e-01f  1
 109  1.7710925e+02 3.36e-03 1.25e+05  -2.2 2.87e+00    -  3.58e-01 2.34e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 110  1.7550681e+02 7.41e-03 1.16e+05  -2.5 8.93e+00    -  1.51e-01 7.05e-02f  2
 111  1.7258775e+02 4.82e-03 9.26e+04  -2.5 5.01e+00    -  8.26e-01 1.86e-01f  1
 112  1.9174266e+02 4.39e-02 1.36e+05  -1.9 1.19e+01    -  1.86e-01 2.63e-01f  1
 113  1.9440555e+02 4.81e-02 1.09e+05  -2.3 1.44e+01    -  2.64e-01 2.11e-01H  1
 114  1.8985809e+02 3.94e-02 1.00e+05  -2.3 1.41e+01    -  1.34e-01 8.89e-02f  1
 115  1.7940552e+02 3.49e-02 7.73e+04  -2.3 2.48e+00    -  1.33e-01 2.15e-01f  1
 116  1.7023705e+02 2.34e-02 4.61e+04  -2.3 4.05e+00    -  7.52e-02 3.46e-01f  1
 117  1.6963748e+02 3.96e-02 3.82e+04  -2.3 1.01e+01    -  2.06e-01 9.03e-02f  2
 118  1.9293618e+02 9.12e-03 3.00e+02  -2.3 1.11e+00    -  9.87e-01 1.00e+00H  1
 119  1.6399950e+02 5.38e-02 1.83e+04  -2.4 2.61e+00    -  1.00e+00 8.26e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 120  1.7454409e+02 6.46e-02 7.76e+03  -1.9 4.75e+00    -  2.38e-01 2.13e-01f  2
 121  1.6622970e+02 3.21e-02 1.51e+00  -2.3 5.41e-01    -  1.00e+00 1.00e+00f  1
 122  1.6138599e+02 2.59e-02 8.14e+01  -2.3 5.73e-01    -  9.45e-01 8.65e-01f  1
 123  1.5479940e+02 1.39e-02 1.20e+05  -2.6 4.71e-01    -  1.00e+00 4.81e-01f  1
 124  1.4844287e+02 9.30e-03 2.26e+05  -3.3 5.85e-01    -  1.00e+00 3.25e-01f  1
 125  1.4418793e+02 5.10e-03 6.20e+04  -2.8 1.81e+00    -  1.00e+00 4.43e-01f  1
 126  1.4699709e+02 9.82e-03 2.25e+04  -2.4 4.85e+00    -  3.90e-01 2.77e-01f  1
 127  1.4442173e+02 1.14e-02 2.47e+04  -2.7 4.50e+00    -  5.85e-01 3.26e-01f  1
 128  1.4298187e+02 1.13e-02 2.92e+04  -2.7 9.40e+00    -  4.14e-01 4.62e-02f  1
 129  1.4071373e+02 1.71e-02 4.32e+04  -3.1 6.64e+00    -  3.97e-01 2.42e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 130  1.4022958e+02 2.36e-02 8.78e+03  -2.5 5.57e+00    -  3.83e-01 2.52e-01f  2
 131  1.3791364e+02 2.32e-02 1.24e+03  -2.4 1.33e+01    -  1.70e-01 1.38e-01f  1
 132  1.5487305e+02 5.52e-02 3.69e+04  -2.1 5.09e+00    -  2.33e-01 2.98e-01f  1
 133  1.4895366e+02 4.71e-02 5.42e+04  -2.5 4.87e+00    -  5.46e-01 1.51e-01f  1
 134  1.4696474e+02 3.52e-02 4.65e+04  -2.5 4.91e+00    -  2.46e-01 1.76e-01f  2
 135  1.3622009e+02 2.30e-02 7.27e+03  -2.5 9.29e-01    -  6.32e-01 1.00e+00f  1
 136  1.3370843e+02 1.25e-02 2.88e+03  -2.5 7.29e-01    -  6.01e-01 6.58e-01f  1
 137  1.2799458e+02 7.39e-03 1.45e+05  -3.0 7.47e-01    -  1.00e+00 3.86e-01f  1
 138  1.3220397e+02 6.51e-03 2.72e+04  -2.5 2.07e+00    -  8.18e-01 8.29e-01f  1
 139  1.2998617e+02 1.04e-02 2.98e+04  -2.6 7.40e+00    -  4.28e-01 2.28e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 140  1.2897037e+02 2.47e-02 2.79e+04  -2.6 2.39e+01    -  2.34e-01 1.43e-01f  1
 141  1.2621470e+02 2.16e-02 2.78e+04  -2.6 2.31e+01    -  2.18e-01 8.94e-02f  1
 142  1.2708713e+02 2.18e-02 7.38e+04  -2.2 1.11e+01    -  3.54e-01 9.96e-02f  3
 143  1.9195284e+02 2.22e-02 3.10e+05  -2.1 1.23e+00    -  2.62e-01 1.00e+00H  1
 144  1.4431698e+02 6.97e-02 9.22e+04  -2.2 9.40e-01    -  6.73e-01 7.10e-01f  1
 145  1.3818331e+02 2.11e-02 1.20e+04  -2.2 2.66e-01    -  9.34e-01 8.51e-01f  1
 146  1.3603155e+02 3.41e-03 2.33e-01  -2.2 4.99e-01    -  1.00e+00 1.00e+00f  1
 147  1.2591292e+02 3.19e-03 4.28e+04  -2.5 1.22e+00    -  9.77e-01 7.85e-01f  1
 148  1.3375720e+02 1.90e-02 3.67e+04  -2.2 8.06e+00    -  4.44e-01 4.87e-01f  1
 149  1.3167125e+02 2.08e-02 4.28e+04  -2.4 3.05e+01    -  1.72e-01 6.92e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 150  1.2936588e+02 2.17e-02 5.61e+04  -2.4 2.16e+01    -  2.97e-01 6.60e-02f  2
 151  1.2802081e+02 2.00e-02 5.87e+04  -2.4 7.10e+00    -  2.29e-01 8.11e-02f  3
 152  1.2392270e+02 1.80e-02 3.12e+04  -2.4 9.46e-01    -  3.37e-01 4.17e-01f  1
 153  1.1532002e+02 1.59e-02 8.66e+04  -3.6 1.59e+00    -  4.64e-01 3.10e-01f  1
 154  1.1096618e+02 1.27e-02 1.80e+05  -4.0 1.91e+00    -  6.72e-01 2.05e-01f  1
 155  1.0772005e+02 1.09e-02 1.34e+05  -2.9 9.63e+00    -  5.67e-01 1.66e-01f  1
 156  1.1028913e+02 1.67e-02 6.57e+04  -2.2 1.85e+01    -  2.24e-01 1.25e-01f  1
 157  1.0973428e+02 1.86e-02 5.99e+04  -2.7 1.03e+01    -  2.34e-01 1.05e-01f  1
 158  1.0848121e+02 1.28e-02 3.68e+04  -2.7 2.46e+00    -  7.99e-01 4.28e-01H  1
 159  1.0529242e+02 8.80e-03 2.38e+04  -2.7 6.65e-01    -  2.18e-01 3.49e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 160  1.0349220e+02 6.81e-03 1.12e+04  -2.6 3.50e-01    -  6.45e-01 2.87e-01f  1
 161  1.0199770e+02 5.37e-03 4.87e+04  -2.8 9.40e-01    -  7.94e-01 2.22e-01f  1
 162  1.0123578e+02 5.65e-03 2.57e+04  -2.7 1.55e+00    -  6.29e-01 2.04e-01f  2
 163  9.6464775e+01 3.46e-03 8.07e+04  -3.6 1.51e+00    -  7.49e-01 3.67e-01f  1
 164  9.6713498e+01 4.33e-03 1.42e+04  -2.6 4.73e+00    -  3.84e-01 1.10e-01f  2
 165  9.5525599e+01 2.72e-03 8.86e+03  -2.9 1.50e+00    -  2.47e-01 3.01e-01f  1
 166  9.4784800e+01 2.79e-03 4.74e+03  -2.8 1.51e+00    -  5.10e-01 1.92e-01f  1
 167  9.4052437e+01 3.33e-03 5.64e+02  -2.8 2.49e+00    -  8.58e-01 1.90e-01f  2
 168  9.3285076e+01 3.04e-03 1.12e+03  -2.8 3.95e+00    -  6.31e-01 1.63e-01f  1
 169  9.4774014e+01 6.97e-03 3.73e+04  -2.5 3.96e+00    -  5.14e-01 2.37e-01f  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 170  9.4358031e+01 1.07e-02 2.81e+04  -2.8 5.73e+00    -  2.09e-01 1.47e-01f  2
 171  9.3887900e+01 9.99e-03 3.94e+03  -2.8 2.71e+00    -  8.83e-01 5.18e-01h  1
 172  9.3366204e+01 1.35e-02 4.40e+03  -2.8 3.27e+00    -  5.03e-01 2.46e-01f  1
 173  9.2047761e+01 8.91e-03 1.76e+03  -2.8 9.77e-01    -  2.85e-01 4.79e-01f  1
 174  9.2602562e+01 1.73e-03 2.81e+02  -2.8 8.00e-01    -  8.31e-01 8.13e-01H  1
 175  1.0006001e+02 1.42e-02 7.23e+04  -2.5 3.21e-01    -  4.52e-01 1.00e+00f  1
 176  9.3029413e+01 7.14e-03 1.50e-01  -2.7 7.14e-01    -  1.00e+00 1.00e+00f  1
 177  9.8164851e+01 2.83e-04 1.54e+00  -2.7 7.35e-01    -  8.93e-01 1.00e+00H  1
 178  9.2664677e+01 1.13e-02 1.07e+02  -2.7 4.80e-01    -  8.68e-01 1.00e+00f  1
 179  9.0707037e+01 2.06e-03 4.13e-01  -2.8 8.76e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 180  8.8478760e+01 1.55e-03 9.57e+04  -3.4 1.37e-01    -  1.00e+00 2.87e-01f  1
 181  8.5739672e+01 8.37e-04 2.88e+04  -3.2 2.90e-01    -  1.00e+00 5.81e-01f  1
 182  8.4432027e+01 7.21e-04 3.94e+04  -3.5 6.23e-01    -  1.00e+00 3.45e-01f  1
 183  8.3560306e+01 6.25e-04 2.08e+04  -3.2 2.47e+00    -  5.61e-01 3.43e-01f  1
 184  8.3388584e+01 1.41e-03 2.01e+04  -3.4 3.07e+00    -  6.23e-01 1.32e-01f  2
 185  8.2833710e+01 2.32e-03 2.64e+03  -3.2 6.90e-01    -  9.04e-01 8.05e-01f  1
 186  8.2258003e+01 2.00e-03 3.38e+03  -3.3 2.82e+00    -  3.56e-01 2.25e-01f  1
 187  8.1936988e+01 3.14e-03 3.74e+03  -3.3 2.86e+00    -  4.15e-01 1.82e-01f  1
 188  8.1194930e+01 2.56e-03 9.29e+03  -3.9 2.17e+00    -  3.23e-01 1.58e-01f  1
 189  8.0953544e+01 4.81e-03 1.42e+04  -4.0 2.99e+00    -  4.01e-01 1.73e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 190  8.0215904e+01 3.36e-03 7.48e+03  -3.4 1.10e+00    -  5.08e-01 3.90e-01f  1
 191  7.9996198e+01 3.23e-03 5.69e+03  -3.4 1.92e+00    -  2.95e-01 1.17e-01f  2
 192  7.9388388e+01 2.05e-03 1.06e+04  -3.7 6.84e-01    -  1.00e+00 4.00e-01f  1
 193  7.9114140e+01 1.54e-03 9.09e+03  -3.8 2.35e+00    -  3.36e-01 2.21e-01f  1
 194  7.9369179e+01 1.87e-03 5.80e+03  -3.2 2.81e+00    -  2.38e-01 1.98e-01f  1
 195  7.9083405e+01 1.70e-03 4.87e+03  -3.6 1.53e+00    -  3.40e-01 2.21e-01f  2
 196  7.8748001e+01 1.83e-03 5.45e+03  -3.7 5.61e+00    -  2.35e-01 6.48e-02f  1
 197  7.8464941e+01 1.73e-03 4.96e+03  -3.5 1.06e+01    -  1.24e-01 3.17e-02f  1
 198  7.8305667e+01 2.18e-03 4.66e+03  -3.3 6.43e+00    -  4.08e-01 6.99e-02f  1
 199  7.8655468e+01 2.21e-03 8.03e+03  -3.2 3.68e+00    -  2.74e-01 1.27e-01f  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 200  7.8214678e+01 1.66e-03 4.17e+03  -3.5 2.61e+00    -  4.00e-01 2.47e-01f  1
 201  7.7910870e+01 4.90e-03 4.59e+03  -3.2 1.64e+01    -  1.48e-01 1.17e-01f  1
 202  7.7711616e+01 5.79e-03 2.00e+03  -4.0 1.56e+01    -  1.08e-01 3.77e-02f  1
 203  7.8357014e+01 9.09e-03 6.24e+03  -3.1 4.18e+00    -  4.44e-01 2.94e-01f  1
 204  7.7716453e+01 6.91e-03 5.38e+03  -3.4 2.31e+00    -  1.91e-01 2.36e-01f  1
 205  7.9439951e+01 7.73e-03 1.78e+04  -2.9 8.18e-01    -  1.72e-01 5.05e-01f  1
 206  7.8028392e+01 4.24e-03 8.26e+03  -3.2 1.64e+00    -  3.14e-01 4.99e-01f  1
 207  7.7671074e+01 4.07e-03 8.47e+03  -3.2 2.38e+00    -  3.62e-01 6.49e-02f  1
 208  7.7659317e+01 4.66e-03 3.15e+03  -3.2 1.47e+00    -  6.17e-01 6.53e-01h  1
 209  7.7514644e+01 3.58e-03 1.91e+03  -3.2 1.20e+00    -  4.51e-01 3.23e-01f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 210  7.6856065e+01 2.90e-03 1.24e+03  -3.2 8.64e-01    -  4.21e-01 2.77e-01f  1
 211  7.6406071e+01 2.50e-03 8.83e+02  -3.3 4.80e-01    -  3.02e-01 3.00e-01f  1
 212  7.6043981e+01 2.36e-03 4.96e+03  -3.3 1.06e+00    -  7.83e-01 2.63e-01f  1
 213  7.5597490e+01 2.27e-03 1.09e+04  -3.3 7.17e-01    -  1.00e+00 3.15e-01f  1
 214  7.5446385e+01 1.83e-03 6.29e+03  -3.3 9.52e-01    -  5.38e-01 2.03e-01f  3
 215  7.4680042e+01 1.59e-03 8.15e+03  -3.5 1.81e+00    -  7.23e-01 4.33e-01f  1
